SKU_A,SKU_B,lag,Pearson_r,pair
AN11840-10,SPS3960HS,-1,-0.5116,AN11840-10 ↔ SPS3960HS
AN11840-10,SPS3960HS,0,0.7968,AN11840-10 ↔ SPS3960HS
AN11840-10,SPS3960HS,1,-0.1602,AN11840-10 ↔ SPS3960HS
AN11840-10,SPS3960HS,2,0.2616,AN11840-10 ↔ SPS3960HS
AN11840-10,SPS3960HS,3,-0.2982,AN11840-10 ↔ SPS3960HS
AN11840-10,SPS3960HS,4,0.7366,AN11840-10 ↔ SPS3960HS
AN11840-10,SPS3960HS,5,0.2702,AN11840-10 ↔ SPS3960HS
AN11840-10,SPS3960HS,6,-0.0795,AN11840-10 ↔ SPS3960HS
MESX200LH,UVSVP400,-6,0.0862,MESX200LH ↔ UVSVP400
MESX200LH,UVSVP400,-5,-0.0736,MESX200LH ↔ UVSVP400
MESX200LH,UVSVP400,-4,-0.252,MESX200LH ↔ UVSVP400
MESX200LH,UVSVP400,-3,0.0875,MESX200LH ↔ UVSVP400
MESX200LH,UVSVP400,-2,-0.0216,MESX200LH ↔ UVSVP400
MESX200LH,UVSVP400,-1,-0.2398,MESX200LH ↔ UVSVP400
MESX200LH,UVSVP400,0,0.7966,MESX200LH ↔ UVSVP400
MESX200LH,UVSVP400,1,-0.073,MESX200LH ↔ UVSVP400
MESX200LH,UVSVP400,2,0.0459,MESX200LH ↔ UVSVP400
MESX200LH,UVSVP400,3,0.0056,MESX200LH ↔ UVSVP400
MESX200LH,UVSVP400,4,-0.2148,MESX200LH ↔ UVSVP400
MESX200LH,UVSVP400,5,0.0101,MESX200LH ↔ UVSVP400
MESX200LH,UVSVP400,6,0.1498,MESX200LH ↔ UVSVP400
JYG37510,PIP42-874,-6,0.0402,JYG37510 ↔ PIP42-874
JYG37510,PIP42-874,-5,-0.0763,JYG37510 ↔ PIP42-874
JYG37510,PIP42-874,-4,-0.103,JYG37510 ↔ PIP42-874
JYG37510,PIP42-874,-3,0.1021,JYG37510 ↔ PIP42-874
JYG37510,PIP42-874,-2,-0.0779,JYG37510 ↔ PIP42-874
JYG37510,PIP42-874,-1,0.0672,JYG37510 ↔ PIP42-874
JYG37510,PIP42-874,0,0.7952,JYG37510 ↔ PIP42-874
JYG37510,PIP42-874,1,0.1498,JYG37510 ↔ PIP42-874
JYG37510,PIP42-874,2,0.1096,JYG37510 ↔ PIP42-874
JYG37510,PIP42-874,3,-0.0317,JYG37510 ↔ PIP42-874
JYG37510,PIP42-874,4,-0.266,JYG37510 ↔ PIP42-874
JYG37510,PIP42-874,5,0.1995,JYG37510 ↔ PIP42-874
JYG37510,PIP42-874,6,0.1744,JYG37510 ↔ PIP42-874
ME6632M,UVS4040,-6,-0.0335,ME6632M ↔ UVS4040
ME6632M,UVS4040,-5,-0.0308,ME6632M ↔ UVS4040
ME6632M,UVS4040,-4,0.1359,ME6632M ↔ UVS4040
ME6632M,UVS4040,-3,0.1731,ME6632M ↔ UVS4040
ME6632M,UVS4040,-2,0.6212,ME6632M ↔ UVS4040
ME6632M,UVS4040,-1,0.2403,ME6632M ↔ UVS4040
ME6632M,UVS4040,0,0.7941,ME6632M ↔ UVS4040
ME6632M,UVS4040,1,-0.1271,ME6632M ↔ UVS4040
ME6632M,UVS4040,2,0.3111,ME6632M ↔ UVS4040
ME6632M,UVS4040,3,0.0074,ME6632M ↔ UVS4040
ME6632M,UVS4040,4,-0.1344,ME6632M ↔ UVS4040
ME6632M,UVS4040,5,0.0688,ME6632M ↔ UVS4040
ME6632M,UVS4040,6,0.1784,ME6632M ↔ UVS4040
CRST1130,ME6632XL,-6,0.3163,CRST1130 ↔ ME6632XL
CRST1130,ME6632XL,-5,-0.1915,CRST1130 ↔ ME6632XL
CRST1130,ME6632XL,-4,-0.1934,CRST1130 ↔ ME6632XL
CRST1130,ME6632XL,-3,-0.036,CRST1130 ↔ ME6632XL
CRST1130,ME6632XL,-2,0.3127,CRST1130 ↔ ME6632XL
CRST1130,ME6632XL,-1,0.2419,CRST1130 ↔ ME6632XL
CRST1130,ME6632XL,0,0.7939,CRST1130 ↔ ME6632XL
CRST1130,ME6632XL,1,-0.2296,CRST1130 ↔ ME6632XL
CRST1130,ME6632XL,2,0.4652,CRST1130 ↔ ME6632XL
CRST1130,ME6632XL,3,-0.1029,CRST1130 ↔ ME6632XL
CRST1130,ME6632XL,4,-0.1626,CRST1130 ↔ ME6632XL
CRST1130,ME6632XL,5,0.0835,CRST1130 ↔ ME6632XL
CRST1130,ME6632XL,6,0.0008,CRST1130 ↔ ME6632XL
3M1292TY,MOM2700,-6,0.174,3M1292TY ↔ MOM2700
3M1292TY,MOM2700,-5,0.0811,3M1292TY ↔ MOM2700
3M1292TY,MOM2700,-4,-0.3519,3M1292TY ↔ MOM2700
3M1292TY,MOM2700,-3,0.0898,3M1292TY ↔ MOM2700
3M1292TY,MOM2700,-2,-0.0007,3M1292TY ↔ MOM2700
3M1292TY,MOM2700,-1,-0.1017,3M1292TY ↔ MOM2700
3M1292TY,MOM2700,0,0.7907,3M1292TY ↔ MOM2700
3M1292TY,MOM2700,1,0.029,3M1292TY ↔ MOM2700
3M1292TY,MOM2700,2,-0.0522,3M1292TY ↔ MOM2700
3M1292TY,MOM2700,3,-0.0124,3M1292TY ↔ MOM2700
3M1292TY,MOM2700,4,-0.2146,3M1292TY ↔ MOM2700
3M1292TY,MOM2700,5,-0.001,3M1292TY ↔ MOM2700
3M1292TY,MOM2700,6,0.0688,3M1292TY ↔ MOM2700
AN11840-9,XGNRON,-6,,AN11840-9 ↔ XGNRON
AN11840-9,XGNRON,-5,,AN11840-9 ↔ XGNRON
AN11840-9,XGNRON,-4,,AN11840-9 ↔ XGNRON
AN11840-9,XGNRON,-3,,AN11840-9 ↔ XGNRON
AN11840-9,XGNRON,-2,,AN11840-9 ↔ XGNRON
AN11840-9,XGNRON,-1,-0.1623,AN11840-9 ↔ XGNRON
AN11840-9,XGNRON,0,0.7902,AN11840-9 ↔ XGNRON
AN11840-9,XGNRON,1,-0.3137,AN11840-9 ↔ XGNRON
AN11840-9,XGNRON,2,0.924,AN11840-9 ↔ XGNRON
AN11840-9,XGNRON,3,-0.2604,AN11840-9 ↔ XGNRON
AN11840-9,XGNRON,4,-0.0326,AN11840-9 ↔ XGNRON
AN11840-9,XGNRON,5,-0.0527,AN11840-9 ↔ XGNRON
AN11840-9,XGNRON,6,0.1617,AN11840-9 ↔ XGNRON
SFPUG111VMT,SFPUG611VMT,-6,0.1234,SFPUG111VMT ↔ SFPUG611VMT
SFPUG111VMT,SFPUG611VMT,-5,-0.0044,SFPUG111VMT ↔ SFPUG611VMT
SFPUG111VMT,SFPUG611VMT,-4,-0.2157,SFPUG111VMT ↔ SFPUG611VMT
SFPUG111VMT,SFPUG611VMT,-3,-0.0326,SFPUG111VMT ↔ SFPUG611VMT
SFPUG111VMT,SFPUG611VMT,-2,-0.0235,SFPUG111VMT ↔ SFPUG611VMT
SFPUG111VMT,SFPUG611VMT,-1,-0.2629,SFPUG111VMT ↔ SFPUG611VMT
SFPUG111VMT,SFPUG611VMT,0,0.7865,SFPUG111VMT ↔ SFPUG611VMT
SFPUG111VMT,SFPUG611VMT,1,-0.1564,SFPUG111VMT ↔ SFPUG611VMT
SFPUG111VMT,SFPUG611VMT,2,0.045,SFPUG111VMT ↔ SFPUG611VMT
SFPUG111VMT,SFPUG611VMT,3,0.0071,SFPUG111VMT ↔ SFPUG611VMT
SFPUG111VMT,SFPUG611VMT,4,-0.035,SFPUG111VMT ↔ SFPUG611VMT
SFPUG111VMT,SFPUG611VMT,5,0.0325,SFPUG111VMT ↔ SFPUG611VMT
SFPUG111VMT,SFPUG611VMT,6,0.0713,SFPUG111VMT ↔ SFPUG611VMT
CRST1130,XESB60R,-6,-0.0054,CRST1130 ↔ XESB60R
CRST1130,XESB60R,-5,-0.299,CRST1130 ↔ XESB60R
CRST1130,XESB60R,-4,0.0573,CRST1130 ↔ XESB60R
CRST1130,XESB60R,-3,-0.0573,CRST1130 ↔ XESB60R
CRST1130,XESB60R,-2,0.2977,CRST1130 ↔ XESB60R
CRST1130,XESB60R,-1,-0.1035,CRST1130 ↔ XESB60R
CRST1130,XESB60R,0,0.7856,CRST1130 ↔ XESB60R
CRST1130,XESB60R,1,-0.2152,CRST1130 ↔ XESB60R
CRST1130,XESB60R,2,0.2514,CRST1130 ↔ XESB60R
CRST1130,XESB60R,3,-0.2794,CRST1130 ↔ XESB60R
CRST1130,XESB60R,4,0.0714,CRST1130 ↔ XESB60R
CRST1130,XESB60R,5,-0.2107,CRST1130 ↔ XESB60R
CRST1130,XESB60R,6,0.2275,CRST1130 ↔ XESB60R
MESX200LH,MOM2700,-6,0.1066,MESX200LH ↔ MOM2700
MESX200LH,MOM2700,-5,0.0222,MESX200LH ↔ MOM2700
MESX200LH,MOM2700,-4,-0.276,MESX200LH ↔ MOM2700
MESX200LH,MOM2700,-3,0.0556,MESX200LH ↔ MOM2700
MESX200LH,MOM2700,-2,-0.0042,MESX200LH ↔ MOM2700
MESX200LH,MOM2700,-1,-0.2195,MESX200LH ↔ MOM2700
MESX200LH,MOM2700,0,0.7853,MESX200LH ↔ MOM2700
MESX200LH,MOM2700,1,0.0623,MESX200LH ↔ MOM2700
MESX200LH,MOM2700,2,-0.0466,MESX200LH ↔ MOM2700
MESX200LH,MOM2700,3,-0.0515,MESX200LH ↔ MOM2700
MESX200LH,MOM2700,4,-0.1976,MESX200LH ↔ MOM2700
MESX200LH,MOM2700,5,0.0392,MESX200LH ↔ MOM2700
MESX200LH,MOM2700,6,0.1624,MESX200LH ↔ MOM2700
3M1292TY,UVSVP400,-6,0.0959,3M1292TY ↔ UVSVP400
3M1292TY,UVSVP400,-5,-0.0344,3M1292TY ↔ UVSVP400
3M1292TY,UVSVP400,-4,-0.3318,3M1292TY ↔ UVSVP400
3M1292TY,UVSVP400,-3,0.1405,3M1292TY ↔ UVSVP400
3M1292TY,UVSVP400,-2,-0.0614,3M1292TY ↔ UVSVP400
3M1292TY,UVSVP400,-1,-0.0952,3M1292TY ↔ UVSVP400
3M1292TY,UVSVP400,0,0.7837,3M1292TY ↔ UVSVP400
3M1292TY,UVSVP400,1,-0.0291,3M1292TY ↔ UVSVP400
3M1292TY,UVSVP400,2,0.034,3M1292TY ↔ UVSVP400
3M1292TY,UVSVP400,3,-0.0338,3M1292TY ↔ UVSVP400
3M1292TY,UVSVP400,4,-0.2368,3M1292TY ↔ UVSVP400
3M1292TY,UVSVP400,5,-0.0234,3M1292TY ↔ UVSVP400
3M1292TY,UVSVP400,6,0.109,3M1292TY ↔ UVSVP400
GIA2005B,PIP42-874,-6,0.0733,GIA2005B ↔ PIP42-874
GIA2005B,PIP42-874,-5,0.1023,GIA2005B ↔ PIP42-874
GIA2005B,PIP42-874,-4,-0.0913,GIA2005B ↔ PIP42-874
GIA2005B,PIP42-874,-3,-0.088,GIA2005B ↔ PIP42-874
GIA2005B,PIP42-874,-2,0.0227,GIA2005B ↔ PIP42-874
GIA2005B,PIP42-874,-1,0.5459,GIA2005B ↔ PIP42-874
GIA2005B,PIP42-874,0,0.7835,GIA2005B ↔ PIP42-874
GIA2005B,PIP42-874,1,0.2594,GIA2005B ↔ PIP42-874
GIA2005B,PIP42-874,2,0.0384,GIA2005B ↔ PIP42-874
GIA2005B,PIP42-874,3,-0.0203,GIA2005B ↔ PIP42-874
GIA2005B,PIP42-874,4,-0.1736,GIA2005B ↔ PIP42-874
GIA2005B,PIP42-874,5,0.2302,GIA2005B ↔ PIP42-874
GIA2005B,PIP42-874,6,0.0413,GIA2005B ↔ PIP42-874
SRPEC60X90TY,XS3M6003-TY,-6,0.1197,SRPEC60X90TY ↔ XS3M6003-TY
SRPEC60X90TY,XS3M6003-TY,-5,-0.015,SRPEC60X90TY ↔ XS3M6003-TY
SRPEC60X90TY,XS3M6003-TY,-4,-0.1865,SRPEC60X90TY ↔ XS3M6003-TY
SRPEC60X90TY,XS3M6003-TY,-3,0.1111,SRPEC60X90TY ↔ XS3M6003-TY
SRPEC60X90TY,XS3M6003-TY,-2,0.0323,SRPEC60X90TY ↔ XS3M6003-TY
SRPEC60X90TY,XS3M6003-TY,-1,-0.1693,SRPEC60X90TY ↔ XS3M6003-TY
SRPEC60X90TY,XS3M6003-TY,0,0.7833,SRPEC60X90TY ↔ XS3M6003-TY
SRPEC60X90TY,XS3M6003-TY,1,-0.1441,SRPEC60X90TY ↔ XS3M6003-TY
SRPEC60X90TY,XS3M6003-TY,2,-0.088,SRPEC60X90TY ↔ XS3M6003-TY
SRPEC60X90TY,XS3M6003-TY,3,0.0044,SRPEC60X90TY ↔ XS3M6003-TY
SRPEC60X90TY,XS3M6003-TY,4,-0.0316,SRPEC60X90TY ↔ XS3M6003-TY
SRPEC60X90TY,XS3M6003-TY,5,0.0617,SRPEC60X90TY ↔ XS3M6003-TY
SRPEC60X90TY,XS3M6003-TY,6,-0.0673,SRPEC60X90TY ↔ XS3M6003-TY
JYR-2004N,SRPM60X90,-6,-0.0025,JYR-2004N ↔ SRPM60X90
JYR-2004N,SRPM60X90,-5,-0.056,JYR-2004N ↔ SRPM60X90
JYR-2004N,SRPM60X90,-4,-0.3104,JYR-2004N ↔ SRPM60X90
JYR-2004N,SRPM60X90,-3,-0.1298,JYR-2004N ↔ SRPM60X90
JYR-2004N,SRPM60X90,-2,-0.2626,JYR-2004N ↔ SRPM60X90
JYR-2004N,SRPM60X90,-1,-0.1709,JYR-2004N ↔ SRPM60X90
JYR-2004N,SRPM60X90,0,0.7826,JYR-2004N ↔ SRPM60X90
JYR-2004N,SRPM60X90,1,0.0742,JYR-2004N ↔ SRPM60X90
JYR-2004N,SRPM60X90,2,-0.2455,JYR-2004N ↔ SRPM60X90
JYR-2004N,SRPM60X90,3,-0.1162,JYR-2004N ↔ SRPM60X90
JYR-2004N,SRPM60X90,4,-0.0998,JYR-2004N ↔ SRPM60X90
JYR-2004N,SRPM60X90,5,-0.1001,JYR-2004N ↔ SRPM60X90
JYR-2004N,SRPM60X90,6,-0.0929,JYR-2004N ↔ SRPM60X90
SFPUG09VMT,SFPUG611VMT,-6,0.1498,SFPUG09VMT ↔ SFPUG611VMT
SFPUG09VMT,SFPUG611VMT,-5,0.0795,SFPUG09VMT ↔ SFPUG611VMT
SFPUG09VMT,SFPUG611VMT,-4,-0.2477,SFPUG09VMT ↔ SFPUG611VMT
SFPUG09VMT,SFPUG611VMT,-3,0.0021,SFPUG09VMT ↔ SFPUG611VMT
SFPUG09VMT,SFPUG611VMT,-2,-0.0378,SFPUG09VMT ↔ SFPUG611VMT
SFPUG09VMT,SFPUG611VMT,-1,-0.2073,SFPUG09VMT ↔ SFPUG611VMT
SFPUG09VMT,SFPUG611VMT,0,0.7822,SFPUG09VMT ↔ SFPUG611VMT
SFPUG09VMT,SFPUG611VMT,1,-0.1376,SFPUG09VMT ↔ SFPUG611VMT
SFPUG09VMT,SFPUG611VMT,2,0.0181,SFPUG09VMT ↔ SFPUG611VMT
SFPUG09VMT,SFPUG611VMT,3,0.016,SFPUG09VMT ↔ SFPUG611VMT
SFPUG09VMT,SFPUG611VMT,4,-0.0283,SFPUG09VMT ↔ SFPUG611VMT
SFPUG09VMT,SFPUG611VMT,5,0.0091,SFPUG09VMT ↔ SFPUG611VMT
SFPUG09VMT,SFPUG611VMT,6,0.0988,SFPUG09VMT ↔ SFPUG611VMT
CRST1130,ME9683S,-6,0.2832,CRST1130 ↔ ME9683S
CRST1130,ME9683S,-5,-0.1607,CRST1130 ↔ ME9683S
CRST1130,ME9683S,-4,-0.1657,CRST1130 ↔ ME9683S
CRST1130,ME9683S,-3,-0.3299,CRST1130 ↔ ME9683S
CRST1130,ME9683S,-2,0.0211,CRST1130 ↔ ME9683S
CRST1130,ME9683S,-1,0.0601,CRST1130 ↔ ME9683S
CRST1130,ME9683S,0,0.7807,CRST1130 ↔ ME9683S
CRST1130,ME9683S,1,0.0689,CRST1130 ↔ ME9683S
CRST1130,ME9683S,2,0.455,CRST1130 ↔ ME9683S
CRST1130,ME9683S,3,-0.282,CRST1130 ↔ ME9683S
CRST1130,ME9683S,4,-0.1342,CRST1130 ↔ ME9683S
CRST1130,ME9683S,5,-0.0096,CRST1130 ↔ ME9683S
CRST1130,ME9683S,6,0.139,CRST1130 ↔ ME9683S
3M501,AN11-250,-6,-0.0378,3M501 ↔ AN11-250
3M501,AN11-250,-5,0.2493,3M501 ↔ AN11-250
3M501,AN11-250,-4,-0.3124,3M501 ↔ AN11-250
3M501,AN11-250,-3,0.4021,3M501 ↔ AN11-250
3M501,AN11-250,-2,-0.4109,3M501 ↔ AN11-250
3M501,AN11-250,-1,-0.5816,3M501 ↔ AN11-250
3M501,AN11-250,0,0.7801,3M501 ↔ AN11-250
3M501,AN11-250,1,-0.3994,3M501 ↔ AN11-250
3M501,AN11-250,2,0.2067,3M501 ↔ AN11-250
3M501,AN11-250,3,0.1805,3M501 ↔ AN11-250
3M501,AN11-250,4,-0.397,3M501 ↔ AN11-250
3M501,AN11-250,5,0.1709,3M501 ↔ AN11-250
3M501,AN11-250,6,-0.0821,3M501 ↔ AN11-250
JYR-1521M,JYR-2004AZ,-6,0.2442,JYR-1521M ↔ JYR-2004AZ
JYR-1521M,JYR-2004AZ,-5,-0.1109,JYR-1521M ↔ JYR-2004AZ
JYR-1521M,JYR-2004AZ,-4,-0.2387,JYR-1521M ↔ JYR-2004AZ
JYR-1521M,JYR-2004AZ,-3,0.1068,JYR-1521M ↔ JYR-2004AZ
JYR-1521M,JYR-2004AZ,-2,-0.044,JYR-1521M ↔ JYR-2004AZ
JYR-1521M,JYR-2004AZ,-1,-0.2706,JYR-1521M ↔ JYR-2004AZ
JYR-1521M,JYR-2004AZ,0,0.7799,JYR-1521M ↔ JYR-2004AZ
JYR-1521M,JYR-2004AZ,1,-0.2264,JYR-1521M ↔ JYR-2004AZ
JYR-1521M,JYR-2004AZ,2,-0.1346,JYR-1521M ↔ JYR-2004AZ
JYR-1521M,JYR-2004AZ,3,0.0381,JYR-1521M ↔ JYR-2004AZ
JYR-1521M,JYR-2004AZ,4,-0.1418,JYR-1521M ↔ JYR-2004AZ
JYR-1521M,JYR-2004AZ,5,-0.0639,JYR-1521M ↔ JYR-2004AZ
JYR-1521M,JYR-2004AZ,6,0.2213,JYR-1521M ↔ JYR-2004AZ
3M1292TY,ME6632L,-6,0.1904,3M1292TY ↔ ME6632L
3M1292TY,ME6632L,-5,0.1468,3M1292TY ↔ ME6632L
3M1292TY,ME6632L,-4,-0.1371,3M1292TY ↔ ME6632L
3M1292TY,ME6632L,-3,-0.1894,3M1292TY ↔ ME6632L
3M1292TY,ME6632L,-2,-0.1782,3M1292TY ↔ ME6632L
3M1292TY,ME6632L,-1,0.0585,3M1292TY ↔ ME6632L
3M1292TY,ME6632L,0,0.7787,3M1292TY ↔ ME6632L
3M1292TY,ME6632L,1,0.1502,3M1292TY ↔ ME6632L
3M1292TY,ME6632L,2,0.0991,3M1292TY ↔ ME6632L
3M1292TY,ME6632L,3,-0.0418,3M1292TY ↔ ME6632L
3M1292TY,ME6632L,4,-0.1105,3M1292TY ↔ ME6632L
3M1292TY,ME6632L,5,-0.0232,3M1292TY ↔ ME6632L
3M1292TY,ME6632L,6,0.0082,3M1292TY ↔ ME6632L
3M6200,SRESM60V,-6,-0.1317,3M6200 ↔ SRESM60V
3M6200,SRESM60V,-5,-0.0315,3M6200 ↔ SRESM60V
3M6200,SRESM60V,-4,0.0162,3M6200 ↔ SRESM60V
3M6200,SRESM60V,-3,0.1896,3M6200 ↔ SRESM60V
3M6200,SRESM60V,-2,-0.1353,3M6200 ↔ SRESM60V
3M6200,SRESM60V,-1,-0.0975,3M6200 ↔ SRESM60V
3M6200,SRESM60V,0,0.7785,3M6200 ↔ SRESM60V
3M6200,SRESM60V,1,0.0301,3M6200 ↔ SRESM60V
3M6200,SRESM60V,2,-0.1922,3M6200 ↔ SRESM60V
3M6200,SRESM60V,3,-0.0084,3M6200 ↔ SRESM60V
3M6200,SRESM60V,4,-0.0089,3M6200 ↔ SRESM60V
3M6200,SRESM60V,5,-0.1057,3M6200 ↔ SRESM60V
3M6200,SRESM60V,6,-0.1805,3M6200 ↔ SRESM60V
AN11-250,SPS700HS,-6,-0.2723,AN11-250 ↔ SPS700HS
AN11-250,SPS700HS,-5,-0.0111,AN11-250 ↔ SPS700HS
AN11-250,SPS700HS,-4,-0.3914,AN11-250 ↔ SPS700HS
AN11-250,SPS700HS,-3,0.1334,AN11-250 ↔ SPS700HS
AN11-250,SPS700HS,-2,0.0949,AN11-250 ↔ SPS700HS
AN11-250,SPS700HS,-1,-0.232,AN11-250 ↔ SPS700HS
AN11-250,SPS700HS,0,0.7692,AN11-250 ↔ SPS700HS
AN11-250,SPS700HS,1,-0.2027,AN11-250 ↔ SPS700HS
AN11-250,SPS700HS,2,-0.1636,AN11-250 ↔ SPS700HS
AN11-250,SPS700HS,3,0.2359,AN11-250 ↔ SPS700HS
AN11-250,SPS700HS,4,-0.4913,AN11-250 ↔ SPS700HS
AN11-250,SPS700HS,5,0.285,AN11-250 ↔ SPS700HS
AN11-250,SPS700HS,6,-0.0794,AN11-250 ↔ SPS700HS
JYR-1521M,SFPUG09VMT,-6,0.1007,JYR-1521M ↔ SFPUG09VMT
JYR-1521M,SFPUG09VMT,-5,0.1586,JYR-1521M ↔ SFPUG09VMT
JYR-1521M,SFPUG09VMT,-4,-0.2394,JYR-1521M ↔ SFPUG09VMT
JYR-1521M,SFPUG09VMT,-3,0.0586,JYR-1521M ↔ SFPUG09VMT
JYR-1521M,SFPUG09VMT,-2,-0.0441,JYR-1521M ↔ SFPUG09VMT
JYR-1521M,SFPUG09VMT,-1,-0.2845,JYR-1521M ↔ SFPUG09VMT
JYR-1521M,SFPUG09VMT,0,0.7689,JYR-1521M ↔ SFPUG09VMT
JYR-1521M,SFPUG09VMT,1,-0.1929,JYR-1521M ↔ SFPUG09VMT
JYR-1521M,SFPUG09VMT,2,0.0014,JYR-1521M ↔ SFPUG09VMT
JYR-1521M,SFPUG09VMT,3,-0.0631,JYR-1521M ↔ SFPUG09VMT
JYR-1521M,SFPUG09VMT,4,-0.3197,JYR-1521M ↔ SFPUG09VMT
JYR-1521M,SFPUG09VMT,5,0.0619,JYR-1521M ↔ SFPUG09VMT
JYR-1521M,SFPUG09VMT,6,0.257,JYR-1521M ↔ SFPUG09VMT
SFGG805PFL,SFPUG611VMT,-6,0.0981,SFGG805PFL ↔ SFPUG611VMT
SFGG805PFL,SFPUG611VMT,-5,-0.0932,SFGG805PFL ↔ SFPUG611VMT
SFGG805PFL,SFPUG611VMT,-4,0.033,SFGG805PFL ↔ SFPUG611VMT
SFGG805PFL,SFPUG611VMT,-3,-0.0229,SFGG805PFL ↔ SFPUG611VMT
SFGG805PFL,SFPUG611VMT,-2,-0.082,SFGG805PFL ↔ SFPUG611VMT
SFGG805PFL,SFPUG611VMT,-1,-0.3367,SFGG805PFL ↔ SFPUG611VMT
SFGG805PFL,SFPUG611VMT,0,0.7664,SFGG805PFL ↔ SFPUG611VMT
SFGG805PFL,SFPUG611VMT,1,-0.1537,SFGG805PFL ↔ SFPUG611VMT
SFGG805PFL,SFPUG611VMT,2,0.0621,SFGG805PFL ↔ SFPUG611VMT
SFGG805PFL,SFPUG611VMT,3,0.0085,SFGG805PFL ↔ SFPUG611VMT
SFGG805PFL,SFPUG611VMT,4,-0.5239,SFGG805PFL ↔ SFPUG611VMT
SFGG805PFL,SFPUG611VMT,5,0.1529,SFGG805PFL ↔ SFPUG611VMT
SFGG805PFL,SFPUG611VMT,6,0.0558,SFGG805PFL ↔ SFPUG611VMT
CRST1130,SRESM60V,-6,0.0084,CRST1130 ↔ SRESM60V
CRST1130,SRESM60V,-5,-0.1458,CRST1130 ↔ SRESM60V
CRST1130,SRESM60V,-4,0.0426,CRST1130 ↔ SRESM60V
CRST1130,SRESM60V,-3,0.0806,CRST1130 ↔ SRESM60V
CRST1130,SRESM60V,-2,0.5878,CRST1130 ↔ SRESM60V
CRST1130,SRESM60V,-1,-0.2691,CRST1130 ↔ SRESM60V
CRST1130,SRESM60V,0,0.763,CRST1130 ↔ SRESM60V
CRST1130,SRESM60V,1,0.0541,CRST1130 ↔ SRESM60V
CRST1130,SRESM60V,2,0.0869,CRST1130 ↔ SRESM60V
CRST1130,SRESM60V,3,-0.2843,CRST1130 ↔ SRESM60V
CRST1130,SRESM60V,4,-0.1635,CRST1130 ↔ SRESM60V
CRST1130,SRESM60V,5,0.0294,CRST1130 ↔ SRESM60V
CRST1130,SRESM60V,6,0.145,CRST1130 ↔ SRESM60V
DUNB127SXL,SACFCB02,-6,0.1628,DUNB127SXL ↔ SACFCB02
DUNB127SXL,SACFCB02,-5,-0.0659,DUNB127SXL ↔ SACFCB02
DUNB127SXL,SACFCB02,-4,-0.0086,DUNB127SXL ↔ SACFCB02
DUNB127SXL,SACFCB02,-3,-0.1928,DUNB127SXL ↔ SACFCB02
DUNB127SXL,SACFCB02,-2,0.0924,DUNB127SXL ↔ SACFCB02
DUNB127SXL,SACFCB02,-1,0.0449,DUNB127SXL ↔ SACFCB02
DUNB127SXL,SACFCB02,0,0.7625,DUNB127SXL ↔ SACFCB02
DUNB127SXL,SACFCB02,1,0.0966,DUNB127SXL ↔ SACFCB02
DUNB127SXL,SACFCB02,2,-0.0491,DUNB127SXL ↔ SACFCB02
DUNB127SXL,SACFCB02,3,0.1351,DUNB127SXL ↔ SACFCB02
DUNB127SXL,SACFCB02,4,-0.167,DUNB127SXL ↔ SACFCB02
DUNB127SXL,SACFCB02,5,0.0127,DUNB127SXL ↔ SACFCB02
DUNB127SXL,SACFCB02,6,0.0219,DUNB127SXL ↔ SACFCB02
MESX200LH,SFPUG611VMT,-6,0.0964,MESX200LH ↔ SFPUG611VMT
MESX200LH,SFPUG611VMT,-5,0.2177,MESX200LH ↔ SFPUG611VMT
MESX200LH,SFPUG611VMT,-4,-0.337,MESX200LH ↔ SFPUG611VMT
MESX200LH,SFPUG611VMT,-3,-0.0703,MESX200LH ↔ SFPUG611VMT
MESX200LH,SFPUG611VMT,-2,0.0104,MESX200LH ↔ SFPUG611VMT
MESX200LH,SFPUG611VMT,-1,-0.2432,MESX200LH ↔ SFPUG611VMT
MESX200LH,SFPUG611VMT,0,0.7584,MESX200LH ↔ SFPUG611VMT
MESX200LH,SFPUG611VMT,1,0.0481,MESX200LH ↔ SFPUG611VMT
MESX200LH,SFPUG611VMT,2,-0.0995,MESX200LH ↔ SFPUG611VMT
MESX200LH,SFPUG611VMT,3,0.0814,MESX200LH ↔ SFPUG611VMT
MESX200LH,SFPUG611VMT,4,-0.0755,MESX200LH ↔ SFPUG611VMT
MESX200LH,SFPUG611VMT,5,-0.0095,MESX200LH ↔ SFPUG611VMT
MESX200LH,SFPUG611VMT,6,0.0137,MESX200LH ↔ SFPUG611VMT
ME6632XL,PIP33-BLK125BPL,-6,-0.0873,ME6632XL ↔ PIP33-BLK125BPL
ME6632XL,PIP33-BLK125BPL,-5,0.2974,ME6632XL ↔ PIP33-BLK125BPL
ME6632XL,PIP33-BLK125BPL,-4,-0.5016,ME6632XL ↔ PIP33-BLK125BPL
ME6632XL,PIP33-BLK125BPL,-3,-0.2802,ME6632XL ↔ PIP33-BLK125BPL
ME6632XL,PIP33-BLK125BPL,-2,-0.2946,ME6632XL ↔ PIP33-BLK125BPL
ME6632XL,PIP33-BLK125BPL,-1,-0.5904,ME6632XL ↔ PIP33-BLK125BPL
ME6632XL,PIP33-BLK125BPL,0,0.756,ME6632XL ↔ PIP33-BLK125BPL
ME6632XL,PIP33-BLK125BPL,1,-0.1228,ME6632XL ↔ PIP33-BLK125BPL
